L,Throughput,latency,recall,p95recall,p99recall,p95latency,p99latency,total_dist_comps,max_dist_comps,hops,avg_merge,t_expand(s.),t_merge(s.),t_seq(s.),t_p_expand(%),t_p_merge(%),t_p_seq(%)
340,345.411113,2.891705,0.987240,0.940000,0.840000,3.584000,3.880000,44443.097656,6197.631348,340.075775,1.013000,1.985067,0.057967,0.848413,68.566433,2.002251,29.305136
360,334.663007,2.984677,0.987840,0.940000,0.840000,3.724000,3.970000,46490.621094,6459.672363,360.112396,1.033000,2.066861,0.062954,0.854572,69.170181,2.106852,28.599358
380,324.527836,3.078069,0.988420,0.940000,0.840000,3.838000,4.130000,48518.925781,6741.744141,380.106628,1.023000,2.145868,0.067949,0.863936,69.639400,2.205121,28.037142
400,315.540137,3.165808,0.988990,0.940000,0.840000,3.985000,4.323000,50551.753906,7022.733398,400.104767,1.014000,2.225399,0.073496,0.866627,70.220286,2.319097,27.345560
420,303.934219,3.286793,0.989440,0.950000,0.850000,4.141000,4.554000,52542.277344,7296.524414,420.077148,1.015000,2.334211,0.078925,0.873387,70.944670,2.398812,26.545215
440,218.528227,4.572702,0.989800,0.950000,0.850000,6.049000,6.643000,54523.617188,7560.853516,440.096405,1.015000,3.576818,0.085063,0.910505,78.163575,1.858877,19.897106
460,274.616157,3.638070,0.990280,0.950000,0.860000,4.722000,5.141000,56482.757812,7835.667480,460.091400,1.016000,2.670095,0.089893,0.877815,73.325115,2.468603,24.106205
480,286.721607,3.484364,0.990640,0.960000,0.860000,4.398000,4.729000,58407.242188,8085.606445,480.089020,1.022000,2.515160,0.096346,0.872564,72.115067,2.762445,25.018284
500,278.791509,3.583513,0.991020,0.960000,0.870000,4.501000,4.746000,60333.605469,8363.724609,500.087402,1.013000,2.601658,0.104200,0.877399,72.532026,2.905018,24.461132
520,272.247090,3.669765,0.991190,0.960000,0.870000,4.644000,4.965000,62249.941406,8613.363281,520.084534,1.019000,2.678987,0.109574,0.880902,72.934649,2.983122,23.982308
540,267.034499,3.741504,0.991620,0.960000,0.870000,4.652000,4.969000,64129.347656,8870.083984,540.060913,1.018000,2.741903,0.117226,0.882068,73.218277,3.130342,23.554250
560,251.430899,3.973881,0.991770,0.960000,0.880000,5.202000,5.900000,66000.351562,9129.779297,560.079773,1.015000,2.965102,0.125295,0.883178,74.551837,3.150302,22.205818
580,240.082329,4.161853,0.992070,0.960000,0.880000,5.378000,5.975000,67851.554688,9388.631836,580.007874,1.016000,3.141804,0.131602,0.888128,75.429150,3.159527,21.322373
600,250.057348,3.995725,0.992410,0.970000,0.880000,4.987000,5.296000,69688.460938,9634.384766,600.011169,1.014000,2.973557,0.139590,0.882307,74.355984,3.490551,22.062724
620,245.340920,4.072608,0.992490,0.970000,0.890000,5.113000,5.436000,71510.718750,9867.739258,620.058533,1.012000,3.042917,0.146995,0.882356,74.655218,3.606396,21.647801
640,234.124833,4.267835,0.992750,0.970000,0.880000,5.354000,10.132001,73341.203125,10140.682617,640.053040,1.010000,3.223243,0.153475,0.890805,75.464134,3.593226,20.855946
660,236.688426,4.221576,0.993150,0.970000,0.890000,5.298000,5.740000,75134.039062,10373.726562,660.046387,1.012000,3.175955,0.160708,0.884625,75.171175,3.803766,20.938043
680,232.372158,4.300076,0.993250,0.970000,0.890000,5.413000,5.771000,76933.054688,10622.146484,680.004395,1.010000,3.246015,0.168174,0.885573,75.428342,3.907891,20.578254
700,231.718990,4.312171,0.993240,0.970000,0.890000,5.473000,5.885000,78701.093750,10860.189453,700.040771,1.015000,3.250365,0.176836,0.884717,75.317130,4.097626,20.500567
