L,Throughput,latency,recall,p95recall,p99recall,p95latency,p99latency,total_dist_comps,max_dist_comps,hops,avg_merge,t_expand(s.),t_merge(s.),t_seq(s.),t_p_expand(%),t_p_merge(%),t_p_seq(%)
300,419.036990,2.383108,0.984940,0.930000,0.800000,3.142000,3.380000,34741.832031,5360.719238,251.702393,1.013000,1.311400,0.034828,1.036625,54.952498,1.459420,43.438418
320,400.717963,2.492141,0.985720,0.930000,0.820000,3.276000,3.580000,37193.941406,5686.725098,273.867004,1.015000,1.403849,0.038606,1.049509,56.254737,1.547028,42.055694
340,393.415043,2.538466,0.986790,0.930000,0.840000,3.311000,3.583000,39498.164062,5992.843262,294.852753,1.021000,1.442694,0.042091,1.053480,56.757750,1.655938,41.445475
360,376.097740,2.655481,0.987550,0.940000,0.840000,3.478000,3.775000,41826.738281,6311.748535,316.361633,1.021000,1.540340,0.046107,1.068854,57.931855,1.734058,40.199352
380,367.329584,2.718973,0.988060,0.940000,0.840000,3.556000,3.830000,44100.058594,6615.753418,337.822388,1.014000,1.591481,0.049898,1.077416,58.459822,1.832907,39.576684
400,356.638826,2.800550,0.988580,0.950000,0.840000,3.631000,3.909000,46337.460938,6918.205566,359.459503,1.011000,1.661782,0.054230,1.084365,59.265591,1.934043,38.672654
420,343.714006,2.905979,0.989080,0.940000,0.850000,3.806000,4.110000,48570.558594,7214.532227,381.210144,1.023000,1.750176,0.058871,1.096761,60.156007,2.023472,37.697195
440,336.623233,2.967330,0.989470,0.950000,0.860000,3.892000,4.158000,50703.574219,7510.748535,402.262756,1.021000,1.806481,0.061753,1.098935,60.810344,2.078735,36.992718
460,326.606903,3.058429,0.990080,0.950000,0.860000,3.974000,4.356000,52884.855469,7798.831543,424.522522,1.011000,1.884613,0.066551,1.107085,61.552763,2.173601,36.158176
480,317.573196,3.145521,0.990400,0.950000,0.860000,4.127000,4.457000,55022.597656,8088.372559,446.279144,1.014000,1.956841,0.071558,1.116944,62.144040,2.272505,35.471150
500,307.426585,3.249451,0.990640,0.950000,0.860000,4.235000,4.574000,57069.027344,8368.321289,467.428650,1.015000,2.051080,0.076971,1.121191,63.055666,2.366280,34.468400
520,301.126967,3.317507,0.990970,0.960000,0.870000,4.290000,4.631000,59037.644531,8627.625977,488.421021,1.015000,2.111175,0.081217,1.124836,63.573181,2.445650,33.871859
540,295.957099,3.375497,0.991230,0.960000,0.880000,4.314000,4.649000,61006.167969,8893.378906,509.532654,1.014000,2.161484,0.085995,1.127802,63.970639,2.545075,33.378112
560,285.728619,3.496405,0.991550,0.960000,0.870000,4.574000,4.898000,62955.191406,9148.666992,530.238647,1.012000,2.264075,0.092343,1.139776,64.691110,2.638500,32.566676
580,281.071924,3.554456,0.991820,0.960000,0.880000,4.547000,4.957000,64914.507812,9411.604492,551.226807,1.012000,2.316387,0.097561,1.140241,65.107127,2.742176,32.048971
600,273.433573,3.653816,0.992180,0.960000,0.880000,4.730000,5.082000,66793.960938,9665.166992,571.633911,1.014000,2.406653,0.102981,1.143970,65.805977,2.815842,31.279968
620,269.204469,3.711286,0.992320,0.970000,0.880000,4.790000,5.191000,68687.562500,9906.492188,592.293396,1.010000,2.460166,0.107857,1.142982,66.228774,2.903565,30.769593
640,261.860563,3.815471,0.992600,0.970000,0.890000,4.876000,5.390000,70554.304688,10162.758789,612.836182,1.020000,2.543117,0.116727,1.155382,66.594200,3.056610,30.254890
660,256.433809,3.896298,0.992740,0.970000,0.890000,5.000000,5.405000,72380.000000,10402.908203,633.038391,1.016000,2.621531,0.122407,1.152096,67.224918,3.138928,29.543637
680,244.893471,4.080012,0.992990,0.970000,0.890000,5.351000,8.249001,74223.554688,10648.811523,653.287537,1.007000,2.778793,0.131156,1.169832,68.050834,3.211930,28.648427
700,247.606843,4.035264,0.993130,0.970000,0.900000,5.187000,5.767000,76035.375000,10886.736328,673.630127,1.015000,2.744489,0.132563,1.158015,67.955425,3.282353,28.673256
