L,Throughput,latency,recall,p95recall,p99recall,p95latency,p99latency,total_dist_comps,max_dist_comps,hops,avg_merge,t_expand(s.),t_merge(s.),t_seq(s.),t_p_expand(%),t_p_merge(%),t_p_seq(%)
220,248.204685,4.025663,0.957980,0.800000,0.630000,5.335000,6.041000,34433.941406,4824.876465,226.001755,1.000000,3.155456,0.029432,0.840590,78.319892,0.730506,20.863826
240,264.203699,3.781642,0.961000,0.810000,0.650000,5.120000,5.729000,36878.800781,5156.873047,245.979767,1.000000,2.917091,0.033094,0.831254,77.070633,0.874348,21.962038
260,305.084548,3.274489,0.962980,0.820000,0.660000,4.118000,4.478000,39357.410156,5498.969238,265.886017,1.000000,2.415030,0.036955,0.822311,73.678834,1.127436,25.087450
280,300.010450,3.329903,0.965250,0.830000,0.670000,4.149000,4.446000,41762.843750,5822.953125,285.862396,1.000000,2.455523,0.041111,0.833101,73.668242,1.233380,24.993909
300,348.522046,2.865957,0.967310,0.840000,0.690000,3.892000,4.282000,44138.285156,6135.036133,305.821777,1.000000,1.992295,0.044984,0.828542,69.435866,1.567795,28.876523
320,360.881838,2.767704,0.969030,0.850000,0.690000,3.334000,3.499000,46525.589844,6464.959473,325.774261,1.000000,1.880536,0.049772,0.837299,67.865132,1.796165,30.216604
340,343.025519,2.911915,0.970570,0.860000,0.700000,3.526000,3.700000,48857.207031,6779.822266,345.687653,1.000000,1.981244,0.055255,0.875277,67.961736,1.895385,30.024220
360,331.423619,3.013954,0.972050,0.860000,0.720000,3.647000,3.841000,51187.074219,7102.915527,365.662140,1.000000,2.069677,0.059872,0.884273,68.593972,1.984297,29.306905
380,321.204526,3.109947,0.973520,0.870000,0.720000,3.784000,3.949000,53469.375000,7407.957520,385.570007,1.000000,2.156143,0.065243,0.888411,69.256287,2.095643,28.536165
400,310.349681,3.218874,0.974310,0.880000,0.730000,3.927000,4.157000,55769.933594,7736.609375,405.536530,1.000000,2.252456,0.070467,0.895865,69.904913,2.186926,27.803141
420,302.124690,3.306565,0.975140,0.880000,0.730000,4.009000,4.243000,58027.273438,8043.454590,425.503143,1.000000,2.332787,0.075444,0.898227,70.479242,2.279342,27.137669
440,294.124630,3.396591,0.976040,0.880000,0.740000,4.135000,4.387000,60232.375000,8336.652344,445.501892,1.000000,2.415429,0.081425,0.899549,71.043705,2.394922,26.457966
460,287.502705,3.474913,0.976880,0.890000,0.750000,4.259000,4.438000,62453.976562,8648.305664,465.466034,1.000000,2.477927,0.087233,0.909572,71.241071,2.507974,26.150431
480,280.470451,3.562131,0.977730,0.890000,0.750000,4.364000,4.564000,64675.960938,8950.729492,485.404510,1.000000,2.556163,0.092419,0.913376,71.692828,2.592091,25.617500
500,274.453025,3.640274,0.978290,0.890000,0.760000,4.470000,4.699000,66859.726562,9242.047852,505.385529,1.000000,2.629236,0.097732,0.913194,72.160170,2.682280,25.062877
520,266.109854,3.754538,0.979510,0.900000,0.760000,4.632000,4.892000,69030.546875,9556.017578,525.308533,1.000000,2.728172,0.104952,0.921222,72.599353,2.792866,24.514618
540,259.314680,3.852996,0.980040,0.900000,0.770000,4.766000,4.972000,71161.804688,9835.431641,545.256653,1.000000,2.814480,0.112692,0.925644,72.983594,2.922260,24.003300
560,253.085681,3.947855,0.980660,0.900000,0.770000,4.873000,5.135000,73320.000000,10135.346680,565.231873,1.000000,2.902313,0.119186,0.926179,73.453398,3.016431,23.440269
580,247.852424,4.031332,0.981370,0.900000,0.780000,5.010000,5.244000,75426.507812,10424.763672,585.139038,1.000000,2.977041,0.124758,0.929347,73.786683,3.092151,23.034092
600,242.435715,4.121498,0.981620,0.910000,0.780000,5.125000,5.335000,77508.625000,10708.005859,604.896057,1.000000,3.055576,0.131504,0.934210,74.078066,3.188134,22.648583
620,235.897559,4.235792,0.982360,0.910000,0.790000,5.244000,5.517000,79591.328125,10987.953125,624.782288,1.000000,3.153749,0.142045,0.939749,74.396157,3.350802,22.168455
640,230.038385,4.343777,0.983020,0.910000,0.790000,5.412000,5.727000,81645.664062,11251.344727,644.735901,1.000000,3.251225,0.150375,0.941956,74.790655,3.459200,21.668599
660,214.773223,4.652739,0.983450,0.920000,0.800000,5.841000,8.458000,83709.789062,11536.332031,664.658508,1.000000,3.544384,0.157747,0.950268,76.123867,3.387974,20.409208
680,208.108358,4.801867,0.983740,0.920000,0.790000,5.998000,9.043000,85792.929688,11829.338867,684.682007,1.000000,3.681673,0.163352,0.956599,76.618683,3.399487,19.907635
700,203.537470,4.909722,0.984190,0.920000,0.800000,6.141000,9.348001,87807.054688,12097.230469,704.567261,1.000000,3.770835,0.171947,0.966637,76.750630,3.499761,19.674678
