L,Throughput,latency,recall,p95recall,p99recall,p95latency,p99latency,total_dist_comps,max_dist_comps,hops,avg_merge,t_expand(s.),t_merge(s.),t_seq(s.),t_p_expand(%),t_p_merge(%),t_p_seq(%)
260,323.303913,3.089693,0.963210,0.820000,0.670000,3.868000,4.141000,37579.796875,5489.785156,255.623260,1.044000,2.046420,0.033690,1.009264,66.161563,1.089202,32.629908
280,316.522612,3.155995,0.964840,0.830000,0.670000,3.966000,4.367000,40005.253906,5818.593262,275.465637,1.038000,2.101944,0.037459,1.016301,66.531287,1.185659,32.168237
300,311.430725,3.207572,0.966930,0.840000,0.680000,4.049000,4.372000,42382.011719,6142.408203,295.326141,1.035000,2.139294,0.041866,1.026084,66.624193,1.303845,31.955414
320,307.370914,3.249988,0.968410,0.850000,0.690000,4.083000,4.423000,44771.816406,6459.256348,315.203888,1.039000,2.175120,0.045801,1.028704,66.856866,1.407795,31.619381
340,297.636952,3.356433,0.970190,0.850000,0.700000,4.214000,4.595000,47074.378906,6776.590332,335.020020,1.041000,2.273888,0.050324,1.031960,67.679305,1.497834,30.714943
360,293.579903,3.402866,0.971520,0.860000,0.710000,4.301000,4.631000,49409.914062,7084.614258,354.836517,1.033000,2.307560,0.054364,1.040574,67.745316,1.596024,30.549164
380,304.704447,3.278555,0.972700,0.870000,0.710000,4.282000,4.670000,51686.988281,7398.079590,374.651642,1.031000,2.185387,0.057908,1.034938,66.589703,1.764477,31.535024
400,336.472883,2.963485,0.974030,0.870000,0.720000,3.666000,3.916000,53949.234375,7705.781250,394.520264,1.040000,1.897393,0.063429,1.002549,63.842137,2.134210,33.733061
420,326.288946,3.056255,0.975050,0.880000,0.740000,3.802000,4.075000,56206.179688,8008.906250,414.360138,1.039000,1.980640,0.068345,1.007059,64.626099,2.230009,32.859225
440,305.771246,3.261825,0.975960,0.880000,0.740000,4.170000,6.774000,58429.687500,8305.991211,434.157898,1.030000,2.157051,0.075186,1.029364,65.956420,2.298965,31.475002
460,305.880858,3.260865,0.976900,0.890000,0.740000,4.060000,4.408000,60636.617188,8594.411133,454.075256,1.034000,2.161911,0.076962,1.021797,66.128712,2.354120,31.254820
480,290.384643,3.437597,0.977560,0.890000,0.740000,4.325000,4.706000,62827.703125,8894.247070,473.891510,1.033000,2.318666,0.085287,1.033397,67.330499,2.476606,30.008275
500,288.267079,3.462930,0.978530,0.890000,0.750000,4.336000,4.692000,64996.707031,9191.980469,493.754028,1.029000,2.339008,0.088689,1.034998,67.425896,2.556601,29.835597
520,283.136113,3.525913,0.979360,0.890000,0.760000,4.407000,4.744000,67147.828125,9479.673828,513.512634,1.029000,2.384888,0.097623,1.043165,67.524783,2.764056,29.535781
540,276.769981,3.606737,0.979850,0.900000,0.760000,4.532000,4.866000,69294.187500,9767.706055,533.360535,1.033000,2.461506,0.101645,1.043349,68.127107,2.813215,28.876769
560,269.319146,3.706098,0.980520,0.900000,0.770000,4.656000,5.011000,71424.656250,10053.810547,553.195374,1.033000,2.545426,0.109244,1.051165,68.553205,2.942159,28.309895
580,259.818188,3.841616,0.981270,0.900000,0.780000,4.859000,5.243000,73535.117188,10343.694336,572.929138,1.034000,2.666126,0.114840,1.060424,69.270797,2.983740,27.551747
600,241.932087,4.126184,0.981670,0.900000,0.780000,5.214000,7.963000,75612.679688,10625.387695,592.698425,1.025000,2.915306,0.121030,1.089582,70.530597,2.928101,26.360495
620,235.278570,4.242903,0.982320,0.910000,0.790000,5.366000,8.810000,77689.601562,10899.526367,612.356750,1.034000,3.012474,0.127460,1.102723,70.877053,2.998849,25.944717
640,229.480234,4.350358,0.982840,0.910000,0.790000,5.528000,8.840000,79733.281250,11173.469727,632.145020,1.030000,3.122592,0.134411,1.093100,71.657319,3.084464,25.084491
660,224.765812,4.441326,0.983350,0.910000,0.800000,5.679000,8.810000,81807.210938,11459.047852,651.998657,1.027000,3.178519,0.142017,1.120488,71.442230,3.192065,25.184749
680,219.936811,4.539175,0.983740,0.910000,0.800000,5.808000,8.785001,83853.078125,11730.308594,671.810303,1.022000,3.304256,0.146913,1.087717,72.672762,3.231148,23.922892
700,214.773599,4.648405,0.984180,0.920000,0.810000,5.971000,8.892000,85882.890625,11998.569336,691.683655,1.030000,3.366228,0.155679,1.126163,72.297682,3.343563,24.187008
